settlementDate,settlementPeriod,acceptedprice
2021-09-18,22,115.0
2021-09-18,37,72.11833333333334
2021-09-18,38,65.98537037037038
2021-09-18,39,68.33
2021-09-18,40,87.05791666666667
2021-09-18,41,104.795
2021-09-18,42,83.17
2021-09-18,43,89.60000000000001
2021-09-18,44,73.676
2021-09-19,4,98.94777777777777
2021-09-19,5,107.35222222222222
2021-09-19,6,500.0
2021-09-19,9,500.0
2021-09-19,10,500.0
2021-09-19,11,500.0
2021-09-19,12,500.0
2021-09-19,23,111.44
2021-09-19,27,114.2
2021-09-19,28,114.62
2021-09-19,42,68.3075
2021-09-19,43,71.84777777777778
2021-09-20,1,79.97
2021-09-20,2,69.6225
2021-09-20,3,71.80875
2021-09-20,6,70.09
2021-09-20,8,69.51
2021-09-20,9,68.6
2021-09-20,17,48.76833333333334
2021-09-20,18,42.918
2021-09-20,19,45.1925
2021-09-20,20,43.815999999999995
2021-09-20,26,26.57
2021-09-20,28,51.425
2021-09-20,34,36.193333333333335
2021-09-20,35,54.04
2021-09-20,36,97.79666666666667
2021-09-20,37,92.905
2021-09-20,38,80.065
2021-09-20,39,89.91767857142858
2021-09-20,40,76.25555555555556
2021-09-20,41,82.35333333333334
2021-09-20,42,53.61266666666667
2021-09-20,43,52.098
2021-09-21,10,53.0
2021-09-21,11,53.0
2021-09-21,14,48.666666666666664
2021-09-21,15,40.0
2021-09-21,16,50.79888888888889
2021-09-21,17,88.22333333333334
2021-09-21,18,84.02833333333332
2021-09-21,19,95.765
2021-09-21,20,85.99000000000001
2021-09-21,42,98.75999999999999
2021-09-21,43,103.565
2021-09-21,44,115.65
2021-09-21,48,48.06666666666666
2021-09-22,46,57.00833333333333
2021-09-24,14,35.95333333333333
2021-09-24,15,21.2
2021-09-24,20,85.55583333333334
2021-09-24,21,95.0
2021-09-24,24,79.92666666666666
2021-09-24,31,73.422
2021-09-24,40,77.9538888888889
2021-09-24,41,85.274
2021-09-24,42,97.44444444444444
2021-09-24,43,98.21000000000001
2021-09-25,35,66.85
2021-09-25,36,84.7675
2021-09-25,38,117.0
2021-09-25,39,117.0
2021-09-25,40,117.0
2021-09-26,15,40.0
2021-09-26,27,60.876666666666665
2021-09-26,31,40.44166666666667
2021-09-26,32,40.181666666666665
2021-09-27,15,31.12
2021-09-27,16,42.0
2021-09-27,20,38.67125
2021-09-27,21,42.0
2021-09-27,24,5.734999999999999
2021-09-27,26,23.127499999999998
2021-09-27,27,31.93
2021-09-27,28,30.915
2021-09-27,31,17.34125
2021-09-27,32,24.7075
2021-09-27,33,25.418
2021-09-27,40,48.99666666666666
2021-09-27,41,95.0
2021-09-27,42,95.0
2021-09-27,43,42.55375
2021-09-27,44,50.090999999999994
2021-09-27,45,37.434285714285714
2021-09-27,46,21.5275
2021-09-27,47,25.615000000000002
2021-09-27,48,13.764285714285714
2021-09-28,1,50.0
2021-09-28,2,50.0
2021-09-28,6,26.422000000000004
2021-09-28,7,26.415999999999997
2021-09-28,8,47.949999999999996
2021-09-28,9,93.92
2021-09-28,45,70.23875
2021-09-28,46,61.227999999999994
2021-09-28,47,55.54
2021-09-29,8,42.571875
2021-09-29,9,68.41
2021-09-29,12,13.7025
2021-09-29,14,19.565
2021-09-29,15,40.0
2021-09-29,20,55.22
2021-09-29,21,55.9525
2021-09-29,28,66.23
2021-09-29,29,64.41499999999999
2021-09-29,32,86.0
2021-09-29,33,43.0
2021-09-29,45,66.3525
2021-09-29,46,43.025
2021-09-29,47,29.52
2021-09-30,5,40.162
2021-09-30,11,40.0
2021-09-30,12,45.38999999999999
2021-09-30,13,47.715
2021-09-30,23,37.98
2021-09-30,42,50.86722222222222
2021-09-30,43,47.80761904761905
2021-09-30,48,38.604
2021-10-01,1,44.5425
2021-10-01,2,12.47
2021-10-01,3,12.61
2021-10-01,7,63.94499999999999
2021-10-01,8,59.0175
2021-10-01,10,-51.915
2021-10-01,44,97.065
2021-10-01,45,95.885
2021-10-01,46,98.8
2021-10-01,47,90.0
2021-10-02,28,107.64500000000001
2021-10-02,29,94.80125
2021-10-02,30,129.825
2021-10-02,31,137.96
2021-10-02,32,93.69416666666666
2021-10-02,33,91.63
2021-10-03,13,-27.855
2021-10-03,20,74.16999999999999
2021-10-03,26,39.59766666666667
2021-10-03,27,55.348333333333336
2021-10-03,31,40.8425
2021-10-04,16,77.58666666666666
2021-10-04,17,69.536
2021-10-04,18,51.902
2021-10-04,20,79.975
2021-10-04,22,78.905
2021-10-04,48,83.03375
2021-10-05,1,53.05
2021-10-05,18,46.852
2021-10-05,24,94.08
2021-10-05,25,63.58
2021-10-05,26,93.91
2021-10-05,27,93.74
2021-10-05,28,49.695
2021-10-05,29,56.79
2021-10-05,46,44.900999999999996
2021-10-05,47,25.0
2021-10-06,13,25.0
2021-10-06,28,144.62333333333333
2021-10-06,32,127.33333333333333
2021-10-06,37,150.33333333333334
2021-10-06,38,149.39249999999998
2021-10-06,39,148.06833333333333
2021-10-06,40,146.59833333333333
2021-10-07,3,94.54666666666667
2021-10-07,4,108.6
2021-10-07,5,151.0
2021-10-07,23,139.57999999999998
2021-10-07,24,109.28166666666668
2021-10-07,25,95.0
2021-10-07,34,73.66666666666667
2021-10-07,35,141.0
2021-10-07,37,136.72
2021-10-07,39,120.33099999999999
2021-10-07,40,127.34666666666665
2021-10-07,41,124.72466666666666
2021-10-07,42,122.255
2021-10-07,43,118.43916666666667
2021-10-07,45,131.5
2021-10-07,46,103.24
2021-10-08,10,60.0
2021-10-08,30,123.33333333333333
2021-10-08,31,123.33333333333333
2021-10-08,34,103.86500000000001
2021-10-08,35,118.0
2021-10-08,39,133.33333333333334
2021-10-08,40,123.61599999999999
2021-10-08,41,92.616
2021-10-08,47,117.66666666666667
2021-10-08,48,98.25
2021-10-09,1,117.66666666666667
2021-10-09,2,115.5
2021-10-09,3,51.5
2021-10-09,4,51.5
2021-10-09,8,43.0
2021-10-09,41,88.10142857142857
2021-10-09,42,78.46285714285715
2021-10-09,43,106.32
2021-10-09,44,77.96666666666667
2021-10-09,45,77.67999999999999
2021-10-09,47,48.35333333333333
2021-10-10,3,53.212
2021-10-10,4,68.57249999999999
2021-10-10,12,70.5625
2021-10-10,30,59.16166666666666
2021-10-10,37,77.662
2021-10-10,42,48.165
2021-10-10,43,52.55
2021-10-10,45,43.3975
2021-10-10,46,43.3975
2021-10-10,47,51.42
2021-10-11,2,40.32333333333333
2021-10-11,3,40.194
2021-10-11,4,47.75
2021-10-11,5,39.392
2021-10-11,6,37.81
2021-10-11,12,82.36
2021-10-11,19,89.24333333333334
2021-10-11,24,57.11875
2021-10-11,26,68.7025
2021-10-11,27,65.97
2021-10-11,28,55.5
2021-10-11,29,55.5
2021-10-11,30,71.0
2021-10-11,37,55.5
2021-10-11,39,92.85333333333334
2021-10-11,40,96.36
2021-10-11,43,106.58500000000001
2021-10-11,44,84.46375
2021-10-12,1,45.5
2021-10-12,3,51.74400000000001
2021-10-12,20,95.03999999999999
2021-10-12,22,68.32285714285715
2021-10-12,23,72.06833333333333
2021-10-12,36,155.0
2021-10-12,44,93.36
2021-10-12,45,93.98666666666666
2021-10-12,47,115.91
2021-10-13,2,88.72333333333334
2021-10-13,3,90.0
2021-10-13,4,90.0
2021-10-13,6,75.115
2021-10-13,29,78.35
2021-10-13,30,89.9675
2021-10-13,36,95.255
2021-10-13,42,103.378
2021-10-13,43,106.12375
2021-10-13,44,99.91
2021-10-13,45,102.265
2021-10-14,3,90.17666666666666
2021-10-14,4,90.285
2021-10-14,5,90.17666666666666
2021-10-14,6,92.002
2021-10-14,8,94.35333333333334
2021-10-14,9,95.57
2021-10-14,10,95.57
2021-10-14,16,142.61
2021-10-14,30,108.72
2021-10-14,31,119.57
2021-10-14,35,109.25666666666666
2021-10-14,44,88.77
2021-10-14,46,93.362
2021-10-14,47,89.75
2021-10-14,48,90.91499999999999
2021-10-15,1,81.435
2021-10-15,5,63.0
2021-10-15,11,95.0
2021-10-15,23,85.5
2021-10-15,24,82.75
2021-10-15,33,140.79833333333332
2021-10-16,38,91.38666666666666
2021-10-16,39,101.24
2021-10-16,40,60.07
2021-10-16,41,66.8225
2021-10-16,42,65.366
2021-10-16,43,84.36333333333333
2021-10-16,47,41.88875
2021-10-16,48,56.8025
2021-10-17,1,58.0
2021-10-17,2,26.666666666666668
2021-10-17,3,40.255
2021-10-17,4,40.4825
2021-10-17,8,42.24333333333333
2021-10-17,17,37.43
2021-10-17,22,36.60875
2021-10-17,23,36.55125
2021-10-17,27,60.51
2021-10-17,38,102.57666666666667
2021-10-17,39,99.407
2021-10-17,40,38.879999999999995
2021-10-17,41,32.839999999999996
2021-10-18,5,40.735
2021-10-18,6,39.9
2021-10-18,8,29.746
2021-10-18,9,20.5
2021-10-18,10,22.365
2021-10-18,11,40.0
2021-10-18,12,25.461000000000002
2021-10-18,19,40.0
2021-10-18,27,110.17
2021-10-18,28,112.46
2021-10-18,38,106.68666666666667
2021-10-18,40,113.33333333333331
2021-10-18,41,110.0
2021-10-18,44,64.97833333333334
2021-10-18,45,76.9875
2021-10-19,1,40.68333333333333
2021-10-19,2,40.68333333333333
2021-10-19,10,37.69
2021-10-19,11,38.068333333333335
2021-10-19,12,46.81
2021-10-19,13,62.196666666666665
2021-10-19,17,27.1625
2021-10-19,18,48.36833333333333
2021-10-19,24,87.065
2021-10-19,25,81.35125000000001
2021-10-19,26,75.64166666666667
2021-10-19,27,73.10000000000001
2021-10-19,29,46.24666666666667
2021-10-19,30,40.815
2021-10-19,38,35.932
2021-10-19,40,40.0
2021-10-19,42,3.2249999999999996
2021-10-19,43,-26.93722222222222
2021-10-19,46,-39.92166666666667
2021-10-19,47,-63.62166666666667
2021-10-20,2,-45.410000000000004
2021-10-20,21,119.10499999999999
2021-10-20,22,113.62
2021-10-20,23,109.18375
2021-10-20,24,97.715
2021-10-20,26,88.22958333333332
2021-10-20,44,47.653333333333336
2021-10-20,45,39.03333333333333
2021-10-20,46,31.9225
2021-10-20,47,34.75
2021-10-20,48,28.181428571428572
2021-10-21,2,32.666666666666664
2021-10-21,3,32.666666666666664
2021-10-21,13,29.0
2021-10-21,24,79.25125
2021-10-21,26,98.24333333333334
2021-10-21,27,93.73
2021-10-22,6,33.4
2021-10-22,33,74.026
2021-10-22,44,110.0
2021-10-22,45,110.0
2021-10-22,46,94.99
2021-10-22,47,89.96
2021-10-23,4,83.6575
2021-10-23,5,81.40875
2021-10-23,6,76.39500000000001
2021-10-23,7,76.3025
2021-10-23,8,79.08500000000001
2021-10-23,9,65.87
2021-10-23,10,70.4
2021-10-23,12,73.67
2021-10-23,28,35.166666666666664
2021-10-23,40,75.505
2021-10-23,41,67.46
2021-10-23,48,48.855
2021-10-24,2,46.87571428571429
2021-10-24,3,46.87571428571429
2021-10-24,6,38.16166666666667
2021-10-24,7,38.342
2021-10-24,37,71.05333333333333
2021-10-24,38,73.54249999999999
2021-10-24,40,58.964615384615385
2021-10-24,41,42.193333333333335
2021-10-24,42,74.877
2021-10-24,44,61.41
2021-10-24,45,64.475
2021-10-24,47,37.896
2021-10-24,48,34.726
2021-10-25,1,40.0
2021-10-25,10,41.77375
2021-10-25,11,21.0
2021-10-25,12,41.20066666666666
2021-10-25,13,45.279999999999994
2021-10-25,14,19.484
2021-10-25,15,19.286666666666665
2021-10-25,23,51.376875
2021-10-25,24,43.36666666666667
2021-10-25,25,34.632999999999996
2021-10-25,30,17.996666666666666
2021-10-25,31,17.95
2021-10-25,44,95.099
2021-10-25,45,100.65333333333332
2021-10-25,46,68.16666666666667
2021-10-25,47,43.5
2021-10-26,11,70.9025
2021-10-26,14,48.83625
2021-10-26,15,52.6725
2021-10-26,30,91.0
2021-10-26,41,31.622500000000002
2021-10-26,42,17.325
2021-10-26,43,21.400000000000002
2021-10-27,15,1.71
2021-10-27,21,61.28375
2021-10-27,26,47.815
2021-10-27,27,54.53333333333333
2021-10-27,32,74.7075
2021-10-27,33,46.05777777777777
2021-10-27,36,74.3025
2021-10-27,41,101.51333333333332
2021-10-27,42,101.6325
2021-10-27,43,82.9675
2021-10-28,2,77.715
2021-10-28,3,57.815
2021-10-28,4,73.905
2021-10-28,7,41.0
2021-10-28,12,51.5
2021-10-28,35,96.818
2021-10-28,38,121.0
2021-10-28,48,91.50125
2021-10-29,1,84.49166666666666
2021-10-29,2,59.93208333333333
2021-10-29,3,45.60999999999999
2021-10-29,4,48.08125
2021-10-29,5,48.28222222222222
2021-10-29,6,47.995
2021-10-29,7,43.84375
2021-10-29,9,41.8
2021-10-29,10,41.8
2021-10-29,17,52.944
2021-10-29,21,81.0
2021-10-29,22,68.19
2021-10-29,23,81.0
2021-10-29,24,58.35625
2021-10-29,25,52.22166666666667
2021-10-29,27,38.535000000000004
2021-10-31,8,41.5
2021-10-31,25,79.84
2021-10-31,26,80.0
2021-10-31,27,80.0
2021-10-31,28,66.35
2021-10-31,30,47.410000000000004
2021-10-31,31,32.91166666666667
2021-10-31,33,45.51777777777778
2021-10-31,35,28.44142857142857
2021-10-31,37,20.70111111111111
2021-10-31,38,12.76
2021-10-31,45,28.986666666666665
2021-10-31,46,23.567272727272726
2021-11-01,1,4.18
2021-11-01,2,13.8875
2021-11-01,4,13.485
2021-11-01,44,27.3675
2021-11-01,45,102.5
2021-11-02,9,1.01
2021-11-02,20,77.0
2021-11-02,24,31.0
2021-11-02,25,31.0
2021-11-02,29,80.0
2021-11-02,30,120.0
2021-11-02,33,120.0
2021-11-02,34,140.5
2021-11-02,36,152.0
2021-11-02,37,152.0
2021-11-02,39,131.7525
2021-11-02,40,102.64777777777778
2021-11-02,41,96.095
2021-11-02,45,76.94800000000001
2021-11-03,2,51.39000000000001
2021-11-03,3,59.980000000000004
2021-11-03,10,25.0
2021-11-03,11,10.0
2021-11-03,15,30.0
2021-11-03,43,77.715
2021-11-03,45,74.60214285714285
2021-11-03,47,43.105
2021-11-04,8,44.18
2021-11-04,9,44.18
2021-11-04,10,44.18
2021-11-04,12,23.77
2021-11-04,24,50.93
2021-11-04,25,51.209999999999994
2021-11-04,27,41.55
2021-11-04,28,41.55
2021-11-04,38,93.6525
2021-11-04,39,94.7575
2021-11-04,45,65.5675
2021-11-05,3,25.846666666666664
2021-11-05,25,83.90666666666667
2021-11-05,26,92.09333333333332
2021-11-05,27,98.66666666666667
2021-11-05,30,61.36
2021-11-05,31,60.53
2021-11-05,40,67.0
2021-11-05,41,67.0
2021-11-05,44,62.242
2021-11-05,45,66.69800000000001
2021-11-05,46,51.71
2021-11-06,1,50.0
2021-11-06,20,50.0
2021-11-07,20,31.0
2021-11-07,21,31.0
2021-11-07,42,75.445
2021-11-07,43,63.1175
2021-11-07,44,65.46125
2021-11-07,45,58.906666666666666
2021-11-07,46,142.5
2021-11-07,47,142.5
2021-11-08,12,31.0
2021-11-09,19,91.0
2021-11-09,20,91.0
2021-11-10,15,107.5
2021-11-10,20,100.0
2021-11-10,37,108.0
2021-11-10,38,91.0
2021-11-10,42,98.44375
2021-11-10,44,91.0
2021-11-11,20,95.5
2021-11-11,21,120.0
2021-11-11,22,80.0
2021-11-11,23,85.0
2021-11-11,24,83.33333333333333
2021-11-11,25,85.0
2021-11-11,26,85.0
2021-11-11,27,85.0
2021-11-11,28,90.0
2021-11-11,33,80.0
2021-11-11,40,107.0
2021-11-11,41,110.56333333333333
2021-11-11,42,107.0
2021-11-12,4,70.0
2021-11-12,5,70.0
2021-11-12,6,70.0
2021-11-12,7,70.0
2021-11-12,8,37.5
2021-11-12,9,70.0
2021-11-12,17,107.83333333333333
2021-11-12,43,96.25
2021-11-12,44,90.49416666666667
2021-11-12,45,85.0
2021-11-12,48,57.5
2021-11-13,1,57.5
2021-11-13,8,51.0
2021-11-13,9,51.0
2021-11-13,11,34.0
2021-11-13,12,34.0
2021-11-13,13,51.0
2021-11-13,14,42.333333333333336
2021-11-13,42,93.89750000000001
2021-11-13,43,93.77000000000001
2021-11-14,2,37.0
2021-11-14,40,97.78999999999999
2021-11-14,41,92.825
2021-11-14,44,63.989999999999995
2021-11-14,45,64.16499999999999
2021-11-15,1,17.666666666666668
2021-11-15,16,39.5
2021-11-15,20,88.88333333333333
2021-11-15,21,94.68
2021-11-15,23,119.19
2021-11-15,26,111.0
2021-11-15,39,114.77125
2021-11-15,40,96.875
2021-11-15,41,61.19
2021-11-15,42,51.245000000000005
2021-11-16,10,115.0
2021-11-16,30,126.5
2021-11-16,31,126.5
2021-11-16,36,123.25
2021-11-16,42,108.71833333333332
2021-11-16,48,120.0
2021-11-17,12,77.5
2021-11-17,13,77.5
2021-11-17,14,85.0
2021-11-17,15,85.0
2021-11-17,20,109.24
2021-11-17,21,109.24
2021-11-17,41,90.5
2021-11-17,43,122.86500000000001
2021-11-17,46,80.0
2021-11-18,21,63.72
2021-11-18,44,77.58666666666666
2021-11-18,45,77.47
2021-11-19,1,80.66666666666667
2021-11-19,2,80.66666666666667
2021-11-19,12,80.5
2021-11-19,13,80.5
2021-11-19,25,63.72
2021-11-19,26,72.86
2021-11-19,31,135.9
2021-11-19,36,118.0
2021-11-19,48,40.68
2021-11-20,1,40.68
2021-11-20,4,40.68
2021-11-20,5,40.855
2021-11-20,21,83.5
2021-11-20,38,117.0775
2021-11-21,18,53.0
2021-11-21,34,120.0
2021-11-21,35,120.0
2021-11-21,36,118.5625
2021-11-21,37,120.0
2021-11-21,40,6.199999999999999
2021-11-22,26,116.0
2021-11-22,35,131.66666666666666
2021-11-22,37,130.0
2021-11-22,38,118.7025
2021-11-22,42,93.875
2021-11-22,43,150.0
2021-11-22,44,108.16499999999999
2021-11-23,17,61.29
2021-11-23,35,142.25
2021-11-27,8,121.0
2021-11-27,9,121.0
2021-11-27,12,128.25
2021-11-27,26,118.0
2021-11-27,42,151.0
2021-11-28,40,132.292
2021-11-28,41,125.975
2021-11-28,48,121.0
2021-11-29,40,85.5
2021-11-29,43,86.1425
2021-11-29,44,85.525
2021-11-30,12,61.0
2021-11-30,28,145.5
2021-11-30,39,76.1875
2021-11-30,40,74.995
2021-11-30,41,89.91166666666668
2021-11-30,44,111.67
2021-11-30,45,108.0
2021-12-02,1,35.91
2021-12-02,7,60.0
2021-12-02,8,60.0
2021-12-02,9,60.0
2021-12-02,10,60.0
2021-12-02,25,123.595
2021-12-02,26,141.5
2021-12-02,40,50.4
2021-12-02,41,12.5
2021-12-02,44,87.16499999999999
2021-12-02,45,87.16499999999999
2021-12-03,1,33.36
2021-12-03,2,41.68142857142857
2021-12-03,10,46.84166666666667
2021-12-03,11,55.6
2021-12-03,28,127.33333333333333
2021-12-04,20,91.375
2021-12-04,21,95.0
2021-12-04,22,91.3825
2021-12-04,23,46.445
2021-12-05,19,110.0
2021-12-05,22,114.0
2021-12-05,26,121.0
2021-12-05,29,121.5
2021-12-05,35,150.0
2021-12-05,36,133.83333333333334
2021-12-05,37,131.75
2021-12-06,9,57.372
2021-12-06,10,58.135
2021-12-06,21,339.0
2021-12-06,35,158.0
2021-12-06,36,155.0
2021-12-06,37,155.0
2021-12-06,43,155.0
2021-12-06,44,155.0
2021-12-07,10,100.0
2021-12-07,11,80.0
2021-12-07,13,31.395
2021-12-07,14,31.18
2021-12-07,15,100.0
2021-12-07,16,117.02
2021-12-07,17,130.935
2021-12-07,47,89.8
2021-12-07,48,89.8
2021-12-08,11,72.045
2021-12-08,12,87.44
2021-12-08,14,3.29
2021-12-08,15,81.21
2021-12-08,20,150.01666666666668
2021-12-08,21,274.0
2021-12-08,23,151.87
2021-12-08,24,156.0
2021-12-08,35,160.0
2021-12-08,44,157.57142857142858
2021-12-08,45,159.0
2021-12-09,2,160.0
2021-12-09,5,117.33999999999999
2021-12-09,12,145.21
2021-12-09,13,145.32
2021-12-09,16,155.0
2021-12-09,17,155.0
2021-12-09,28,165.5
2021-12-09,29,150.0
2021-12-10,12,115.0
2021-12-10,13,122.5
2021-12-10,14,145.0
2021-12-10,45,69.75
2021-12-10,47,38.5
2021-12-11,14,79.5
2021-12-11,22,159.272
2021-12-11,23,121.90666666666668
2021-12-11,24,124.14333333333333
2021-12-11,33,74.68
2021-12-11,40,101.0
2021-12-12,28,119.7075
2021-12-12,39,130.0
2021-12-13,1,-49.0
2021-12-13,2,-49.0
2021-12-14,4,82.33333333333333
2021-12-14,13,51.0
2021-12-14,18,0.0
2021-12-14,20,177.0
2021-12-14,31,128.5
2021-12-14,40,145.0
2021-12-14,44,50.0
2021-12-15,18,60.4
2021-12-15,30,165.542
2021-12-16,41,104.91666666666667
2021-12-16,42,78.7375
2021-12-16,45,80.5
2021-12-16,46,75.4
2021-12-16,47,100.0
2021-12-16,48,139.35500000000002
2021-12-17,1,147.475
2021-12-17,4,156.45749999999998
2021-12-17,5,180.0
2021-12-17,6,180.0
2021-12-17,33,151.0
2021-12-17,35,170.325
2021-12-17,36,180.0
2021-12-17,37,148.75
2021-12-17,39,149.5
2021-12-17,48,180.0
2021-12-18,1,165.0
2021-12-18,2,180.0
2021-12-18,6,197.19
2021-12-18,7,180.0
2021-12-18,14,109.46
2021-12-18,15,118.0
2021-12-18,18,170.33333333333334
2021-12-18,24,180.0
2021-12-18,25,168.29500000000002
2021-12-18,26,169.73600000000002
2021-12-18,42,95.7575
2021-12-18,43,97.6075
2021-12-19,7,187.725
2021-12-19,8,170.82
2021-12-19,17,165.0
2021-12-19,23,180.0
2021-12-19,24,163.678
2021-12-19,25,180.0
2021-12-19,39,160.5
2021-12-19,44,204.66666666666666
2021-12-19,45,232.0
2021-12-20,1,141.4
2021-12-20,2,141.4
2021-12-20,6,160.0
2021-12-20,7,124.0
2021-12-20,15,131.0
2021-12-20,16,131.0
2021-12-20,32,202.0
2021-12-21,15,141.0
2021-12-21,26,201.5
2021-12-21,40,37.1
2021-12-21,41,12.75
2021-12-21,48,194.695
2021-12-22,1,192.39000000000001
2021-12-22,2,200.0
2021-12-22,3,200.0
2021-12-22,8,159.51
2021-12-22,45,260.6
2021-12-22,48,260.5
2021-12-23,1,232.65375
2021-12-23,12,224.0
2021-12-23,13,205.0
2021-12-23,14,220.0
2021-12-23,15,220.0
2021-12-23,16,230.45
2021-12-23,17,230.155
2021-12-23,18,234.0
2021-12-23,19,234.0
2021-12-23,22,165.0
2021-12-23,23,169.0
2021-12-23,24,170.33333333333334
2021-12-23,28,167.138
2021-12-23,29,167.23600000000002
2021-12-23,36,155.0
2021-12-23,37,145.0
2021-12-24,1,36.10125
2021-12-24,2,36.8375
2021-12-24,18,294.0
2021-12-24,24,139.98833333333334
2021-12-24,25,129.2075
2021-12-24,26,110.11500000000001
2021-12-24,27,126.89750000000001
2021-12-24,39,5.6
2021-12-24,45,5.0
2021-12-24,46,5.0
2021-12-24,48,5.0825
2021-12-25,1,7.5
2021-12-25,4,5.0
2021-12-25,6,3.6666666666666665
2021-12-25,7,3.0
2021-12-25,12,-3.3333333333333335
2021-12-25,13,-1.25
2021-12-25,29,48.75
2021-12-25,30,48.75
2021-12-25,31,35.833333333333336
2021-12-25,33,31.6
2021-12-25,34,12.0
2021-12-25,40,5.5
2021-12-25,41,5.5
2021-12-26,6,5.5
2021-12-26,16,-7.596000000000001
2021-12-26,26,101.33333333333333
2021-12-26,27,83.5
2021-12-26,48,78.06700000000001
2021-12-27,1,74.62083333333334
2021-12-27,2,51.77055555555555
2021-12-27,5,2.91
2021-12-27,18,10.0
2021-12-27,19,10.0
2021-12-27,20,10.0
2021-12-27,31,100.60499999999999
2021-12-27,34,107.6875
2021-12-27,35,109.83999999999999
2021-12-27,36,113.2
2021-12-27,37,113.2
2021-12-27,38,107.33333333333333
2021-12-28,23,111.68833333333333
2021-12-28,24,110.49166666666667
2021-12-28,27,90.89
2021-12-28,28,104.92333333333333
2021-12-28,29,101.315
2021-12-29,16,93.0
2021-12-29,17,85.0
2021-12-29,20,86.0
2021-12-29,42,-8.083333333333334
2021-12-30,7,-54.5
2021-12-30,8,-54.5
2021-12-31,4,30.0
2021-12-31,5,140.0
2021-12-31,48,-8.985
2022-01-01,1,-19.0
2022-01-01,44,142.5
2022-01-01,45,81.25
2022-01-01,46,18.276
2022-01-03,3,-45.064
2022-01-03,4,-45.660000000000004
2022-01-03,5,-56.410000000000004
2022-01-03,6,-57.5
2022-01-04,14,-24.655
2022-01-04,15,-23.555
2022-01-04,24,20.76
2022-01-05,1,-22.169999999999998
2022-01-05,20,76.90916666666666
2022-01-05,21,89.42999999999999
2022-01-05,23,95.40500000000002
2022-01-05,27,87.895
2022-01-05,28,87.59
2022-01-05,36,87.59
2022-01-05,37,64.68
2022-01-05,38,56.93
2022-01-05,46,33.795
2022-01-05,47,0.6299999999999999
2022-01-06,28,115.72833333333334
2022-01-06,29,122.16
2022-01-06,43,60.345
2022-01-06,44,99.56333333333333
2022-01-07,13,25.5
2022-01-07,14,25.5
2022-01-07,33,110.58500000000001
2022-01-07,34,124.445
2022-01-08,20,58.873333333333335
2022-01-08,36,114.0
2022-01-09,16,50.75
2022-01-09,17,66.3
2022-01-09,19,76.74
2022-01-09,20,81.39
2022-01-09,21,51.225
2022-01-09,22,70.135
2022-01-09,24,87.94
2022-01-09,25,96.9475
2022-01-09,30,113.76
2022-01-09,32,99.13499999999999
2022-01-09,35,56.7
2022-01-09,37,76.25333333333333
2022-01-09,38,78.0575
2022-01-10,16,148.69
2022-01-10,26,134.29333333333332
2022-01-10,27,106.00999999999999
2022-01-10,28,134.79125
2022-01-10,29,137.0
2022-01-10,30,113.0
2022-01-10,31,161.0
2022-01-10,32,161.0
2022-01-10,35,137.915
2022-01-11,1,107.32666666666667
2022-01-11,2,154.0
2022-01-11,6,58.64000000000001
2022-01-11,29,89.48
2022-01-11,30,116.8875
2022-01-11,31,114.925
2022-01-11,32,113.0
2022-01-11,33,113.0
2022-01-11,40,88.33333333333333
2022-01-11,41,119.0
2022-01-11,42,92.5
2022-01-12,29,92.66
2022-01-12,44,138.36
2022-01-12,45,126.1
2022-01-12,48,12.616666666666667
2022-01-13,1,14.156666666666666
2022-01-13,8,65.71
2022-01-13,9,33.69
2022-01-13,14,50.1375
2022-01-13,15,51.355
2022-01-13,40,24.386666666666667
2022-01-13,41,0.2
2022-01-13,43,0.2
2022-01-13,46,0.55
2022-01-14,42,0.1
2022-01-14,43,0.1
2022-01-14,47,105.36500000000001
2022-01-15,1,101.2775
2022-01-15,2,55.150000000000006
2022-01-15,8,87.49000000000001
2022-01-15,9,73.03
2022-01-15,15,150.0
2022-01-15,35,324.01
2022-01-15,41,74.3875
2022-01-15,42,0.2
2022-01-15,43,96.79666666666667
2022-01-15,44,119.195
2022-01-15,45,85.91333333333334
2022-01-15,46,92.1425
2022-01-15,48,53.06
2022-01-16,1,39.725
2022-01-16,2,71.80875
2022-01-16,3,66.0675
2022-01-16,6,58.652499999999996
2022-01-16,7,52.235
2022-01-16,20,146.95999999999998
2022-01-16,40,77.22666666666667
2022-01-16,42,68.755
2022-01-17,16,110.11
2022-01-17,17,105.11333333333334
2022-01-17,18,123.835
2022-01-17,19,119.68
2022-01-17,22,106.96000000000001
2022-01-17,23,105.25
2022-01-17,47,117.26499999999999
2022-01-17,48,119.40499999999999
2022-01-18,1,123.34200000000001
2022-01-18,2,122.148
2022-01-18,8,94.60249999999999
2022-01-18,9,82.5
2022-01-18,10,27.58
2022-01-18,11,59.65
2022-01-18,12,34.7
2022-01-18,13,0.45
2022-01-18,25,134.095
2022-01-18,26,110.04833333333333
2022-01-18,28,127.56
2022-01-18,29,126.49666666666667
2022-01-19,2,27.93
2022-01-19,18,103.525
2022-01-19,23,140.65
2022-01-19,24,137.36
2022-01-19,39,1.39
2022-01-19,40,125.33
2022-01-20,20,100.0
2022-01-20,26,125.64
2022-01-20,27,125.77
2022-01-20,31,117.44666666666667
2022-01-20,40,136.0
2022-01-20,44,136.0
2022-01-20,45,136.0
